Id,Codigo,Nome,Uf,idm
4355,4202701,Botuverá,SC,24
4356,4202800,Braço do Norte,SC,24
4357,4202859,Braço do Trombudo,SC,24
4358,4202875,Brunópolis,SC,24
4359,4202909,Brusque,SC,24
4360,4203006,Caçador,SC,24
4361,4203105,Caibi,SC,24
4362,4203154,Calmon,SC,24
4363,4203204,Camboriú,SC,24
4364,4203253,Capão Alto,SC,24
4365,4203303,Campo Alegre,SC,24
4366,4203402,Campo Belo do Sul,SC,24
4367,4203501,Campo Erê,SC,24
4368,4203600,Campos Novos,SC,24
4369,4203709,Canelinha,SC,24
4370,4203808,Canoinhas,SC,24
4371,4203907,Capinzal,SC,24
4372,4203956,Capivari de Baixo,SC,24
4373,4204004,Catanduvas,SC,24
4374,4204103,Caxambu do Sul,SC,24
4375,4204152,Celso Ramos,SC,24
4376,4204178,Cerro Negro,SC,24
4377,4204194,Chapadão do Lageado,SC,24
4378,4204202,Chapecó,SC,24
4379,4204251,Cocal do Sul,SC,24
4380,4204301,Concórdia,SC,24
4381,4204350,Cordilheira Alta,SC,24
4382,4204400,Coronel Freitas,SC,24
4383,4204459,Coronel Martins,SC,24
4384,4204509,Corupá,SC,24
4385,4204558,Correia Pinto,SC,24
4386,4204608,Criciúma,SC,24
4387,4204707,Cunha Porã,SC,24
4388,4204756,Cunhataí,SC,24
4389,4204806,Curitibanos,SC,24
4390,4204905,Descanso,SC,24
4391,4205001,Dionísio Cerqueira,SC,24
4392,4205100,Dona Emma,SC,24
4393,4205159,Doutor Pedrinho,SC,24
4394,4205175,Entre Rios,SC,24
4395,4205191,Ermo,SC,24
4396,4205209,Erval Velho,SC,24
4397,4205308,Faxinal dos Guedes,SC,24
4398,4205357,Flor do Sertão,SC,24
4399,4205407,Florianópolis,SC,24
4400,4205431,Formosa do Sul,SC,24
4401,4205456,Forquilhinha,SC,24
4402,4205506,Fraiburgo,SC,24
4403,4205555,Frei Rogério,SC,24
4404,4205605,Galvão,SC,24
4405,4205704,Garopaba,SC,24
4406,4205803,Garuva,SC,24
4407,4205902,Gaspar,SC,24
4408,4206009,Governador Celso Ramos,SC,24
4409,4206108,Grão Pará,SC,24
4410,4206207,Gravatal,SC,24
4411,4206306,Guabiruba,SC,24
4412,4206405,Guaraciaba,SC,24
4413,4206504,Guaramirim,SC,24
4414,4206603,Guarujá do Sul,SC,24
4415,4206652,Guatambú,SC,24
4416,4206702,Herval D'Oeste,SC,24
4417,4206751,Ibiam,SC,24
4418,4206801,Ibicaré,SC,24
4419,4206900,Ibirama,SC,24
4420,4207007,Içara,SC,24
4421,4207106,Ilhota,SC,24
4422,4207205,Imaruí,SC,24
4423,4207304,Imbituba,SC,24
4424,4207403,Imbuia,SC,24
4425,4207502,Indaial,SC,24
4426,4207577,Iomerê,SC,24
4427,4207601,Ipira,SC,24
4428,4207650,Iporã do Oeste,SC,24
4429,4207684,Ipuaçu,SC,24
4430,4207700,Ipumirim,SC,24
4431,4207759,Iraceminha,SC,24
4432,4207809,Irani,SC,24
4433,4207858,Irati,SC,24
4434,4207908,Irineópolis,SC,24
4435,4208005,Itá,SC,24
4436,4208104,Itaiópolis,SC,24
4437,4208203,Itajaí,SC,24
4438,4208302,Itapema,SC,24
4439,4208401,Itapiranga,SC,24
4440,4208450,Itapoá,SC,24
4441,4208500,Ituporanga,SC,24
4442,4208609,Jaborá,SC,24
4443,4208708,Jacinto Machado,SC,24
4444,4208807,Jaguaruna,SC,24
4445,4208906,Jaraguá do Sul,SC,24
4446,4208955,Jardinópolis,SC,24
4447,4209003,Joaçaba,SC,24
4448,4209102,Joinville,SC,24
4449,4209151,José Boiteux,SC,24
4450,4209177,Jupiá,SC,24
4451,4209201,Lacerdópolis,SC,24
4452,4209300,Lages,SC,24
4453,4209409,Laguna,SC,24
4454,4209458,Lajeado Grande,SC,24
4455,4209508,Laurentino,SC,24
4456,4209607,Lauro Muller,SC,24
4457,4209706,Lebon Régis,SC,24
4458,4209805,Leoberto Leal,SC,24
4459,4209854,Lindóia do Sul,SC,24
4460,4209904,Lontras,SC,24
4461,4210001,Luiz Alves,SC,24
4462,4210035,Luzerna,SC,24
4463,4210050,Macieira,SC,24
4464,4210100,Mafra,SC,24
4465,4210209,Major Gercino,SC,24
4466,4210308,Major Vieira,SC,24
4467,4210407,Maracajá,SC,24
4468,4210506,Maravilha,SC,24
4469,4210555,Marema,SC,24
4470,4210605,Massaranduba,SC,24
4471,4210704,Matos Costa,SC,24
4472,4210803,Meleiro,SC,24
4473,4210852,Mirim Doce,SC,24
4474,4210902,Modelo,SC,24
4475,4211009,Mondaí,SC,24
4476,4211058,Monte Carlo,SC,24
4477,4211108,Monte Castelo,SC,24
4478,4211207,Morro da Fumaça,SC,24
4479,4211256,Morro Grande,SC,24
4480,4211306,Navegantes,SC,24
4481,4211405,Nova Erechim,SC,24
4482,4211454,Nova Itaberaba,SC,24
4483,4211504,Nova Trento,SC,24
4484,4211603,Nova Veneza,SC,24
4485,4211652,Novo Horizonte,SC,24
4486,4211702,Orleans,SC,24
4487,4211751,Otacílio Costa,SC,24
4488,4211801,Ouro,SC,24
4489,4211850,Ouro Verde,SC,24
4490,4211876,Paial,SC,24
4491,4211892,Painel,SC,24
4492,4211900,Palhoça,SC,24
4493,4212007,Palma Sola,SC,24
4494,4212056,Palmeira,SC,24
4495,4212106,Palmitos,SC,24
4496,4212205,Papanduva,SC,24
4497,4212239,Paraíso,SC,24
4498,4212254,Passo de Torres,SC,24
4499,4212270,Passos Maia,SC,24
4500,4212304,Paulo Lopes,SC,24
4501,4212403,Pedras Grandes,SC,24
4502,4212502,Penha,SC,24
4503,4212601,Peritiba,SC,24
4504,4212650,Pescaria Brava,SC,24
4505,4212700,Petrolândia,SC,24
4506,4212809,Balneário Piçarras,SC,24
4507,4212908,Pinhalzinho,SC,24
4508,4213005,Pinheiro Preto,SC,24
4509,4213104,Piratuba,SC,24
4510,4213153,Planalto Alegre,SC,24
4511,4213203,Pomerode,SC,24
4512,4213302,Ponte Alta,SC,24
4513,4213351,Ponte Alta do Norte,SC,24
4514,4213401,Ponte Serrada,SC,24
4515,4213500,Porto Belo,SC,24
4516,4213609,Porto União,SC,24
4517,4213708,Pouso Redondo,SC,24
4518,4213807,Praia Grande,SC,24
4519,4213906,Presidente Castello Branco,SC,24
4520,4214003,Presidente Getúlio,SC,24
4521,4214102,Presidente Nereu,SC,24
4522,4214151,Princesa,SC,24
4523,4214201,Quilombo,SC,24
4524,4214300,Rancho Queimado,SC,24
4525,4214409,Rio das Antas,SC,24
4526,4214508,Rio do Campo,SC,24
4527,4214607,Rio do Oeste,SC,24
4528,4214706,Rio dos Cedros,SC,24
4529,4214805,Rio do Sul,SC,24
4530,4214904,Rio Fortuna,SC,24
4531,4215000,Rio Negrinho,SC,24
4532,4215059,Rio Rufino,SC,24
4533,4215075,Riqueza,SC,24
4534,4215109,Rodeio,SC,24
4535,4215208,Romelândia,SC,24
4536,4215307,Salete,SC,24
4537,4215356,Saltinho,SC,24
4538,4215406,Salto Veloso,SC,24
4539,4215455,Sangão,SC,24
4540,4215505,Santa Cecília,SC,24
4541,4215554,Santa Helena,SC,24
4542,4215604,Santa Rosa de Lima,SC,24
4543,4215653,Santa Rosa do Sul,SC,24
4544,4215679,Santa Terezinha,SC,24
4545,4215687,Santa Terezinha do Progresso,SC,24
4546,4215695,Santiago do Sul,SC,24
4547,4215703,Santo Amaro da Imperatriz,SC,24
4548,4215752,São Bernardino,SC,24
4549,4215802,São Bento do Sul,SC,24
4550,4215901,São Bonifácio,SC,24
4551,4216008,São Carlos,SC,24
4552,4216057,São Cristovão do Sul,SC,24
4553,4216107,São Domingos,SC,24
4554,4216206,São Francisco do Sul,SC,24
4555,4216255,São João do Oeste,SC,24
4556,4216305,São João Batista,SC,24
4557,4216354,São João do Itaperiú,SC,24
4558,4216404,São João do Sul,SC,24
4559,4216503,São Joaquim,SC,24
4560,4216602,São José,SC,24
4561,4216701,São José do Cedro,SC,24
4562,4216800,São José do Cerrito,SC,24
4563,4216909,São Lourenço do Oeste,SC,24
4564,4217006,São Ludgero,SC,24
4565,4217105,São Martinho,SC,24
4566,4217154,São Miguel da Boa Vista,SC,24
4567,4217204,São Miguel do Oeste,SC,24
4568,4217253,São Pedro de Alcântara,SC,24
4569,4217303,Saudades,SC,24
4570,4217402,Schroeder,SC,24
4571,4217501,Seara,SC,24
4572,4217550,Serra Alta,SC,24
4573,4217600,Siderópolis,SC,24
4574,4217709,Sombrio,SC,24
4575,4217758,Sul Brasil,SC,24
4576,4217808,Taió,SC,24
4577,4217907,Tangará,SC,24
4578,4217956,Tigrinhos,SC,24
4579,4218004,Tijucas,SC,24
4580,4218103,Timbé do Sul,SC,24
4581,4218202,Timbó,SC,24
4582,4218251,Timbó Grande,SC,24
4583,4218301,Três Barras,SC,24
4584,4218350,Treviso,SC,24
4585,4218400,Treze de Maio,SC,24
4586,4218509,Treze Tílias,SC,24
4587,4218608,Trombudo Central,SC,24
4588,4218707,Tubarão,SC,24
4589,4218756,Tunápolis,SC,24
4590,4218806,Turvo,SC,24
4591,4218855,União do Oeste,SC,24
4592,4218905,Urubici,SC,24
4593,4218954,Urupema,SC,24
4594,4219002,Urussanga,SC,24
4595,4219101,Vargeão,SC,24
4596,4219150,Vargem,SC,24
4597,4219176,Vargem Bonita,SC,24
4598,4219200,Vidal Ramos,SC,24
4599,4219309,Videira,SC,24
4600,4219358,Vitor Meireles,SC,24
4601,4219408,Witmarsum,SC,24
4602,4219507,Xanxerê,SC,24
4603,4219606,Xavantina,SC,24
4604,4219705,Xaxim,SC,24
4605,4219853,Zortéa,SC,24
4606,4220000,Balneário Rincão,SC,24
4607,4300034,Aceguá,RS,21
4608,4300059,Água Santa,RS,21
4609,4300109,Agudo,RS,21
4610,4300208,Ajuricaba,RS,21
4611,4300307,Alecrim,RS,21
4612,4300406,Alegrete,RS,21
4613,4300455,Alegria,RS,21
4614,4300471,Almirante Tamandaré do Sul,RS,21
4615,4300505,Alpestre,RS,21
4616,4300554,Alto Alegre,RS,21
4617,4300570,Alto Feliz,RS,21
4618,4300604,Alvorada,RS,21
4619,4300638,Amaral Ferrador,RS,21
4620,4300646,Ametista do Sul,RS,21
4621,4300661,André da Rocha,RS,21
4622,4300703,Anta Gorda,RS,21
4623,4300802,Antônio Prado,RS,21
4624,4300851,Arambaré,RS,21
4625,4300877,Araricá,RS,21
4626,4300901,Aratiba,RS,21
4627,4301008,Arroio do Meio,RS,21
4628,4301057,Arroio do Sal,RS,21
4629,4301073,Arroio do Padre,RS,21
4630,4301107,Arroio dos Ratos,RS,21
4631,4301206,Arroio do Tigre,RS,21
4632,4301305,Arroio Grande,RS,21
4633,4301404,Arvorezinha,RS,21
4634,4301503,Augusto Pestana,RS,21
4635,4301552,Áurea,RS,21
4636,4301602,Bagé,RS,21
4637,4301636,Balneário Pinhal,RS,21
4638,4301651,Barão,RS,21
4639,4301701,Barão de Cotegipe,RS,21
4640,4301750,Barão do Triunfo,RS,21
4641,4301800,Barracão,RS,21
4642,4301859,Barra do Guarita,RS,21
4643,4301875,Barra do Quaraí,RS,21
4644,4301909,Barra do Ribeiro,RS,21
4645,4301925,Barra do Rio Azul,RS,21
4646,4301958,Barra Funda,RS,21
4647,4302006,Barros Cassal,RS,21
4648,4302055,Benjamin Constant do Sul,RS,21
4649,4302105,Bento Gonçalves,RS,21
4650,4302154,Boa Vista das Missões,RS,21
4651,4302204,Boa Vista do Buricá,RS,21
4652,4302220,Boa Vista do Cadeado,RS,21
4653,4302238,Boa Vista do Incra,RS,21
4654,4302253,Boa Vista do Sul,RS,21
4655,4302303,Bom Jesus,RS,21
4656,4302352,Bom Princípio,RS,21
4657,4302378,Bom Progresso,RS,21
4658,4302402,Bom Retiro do Sul,RS,21
4659,4302451,Boqueirão do Leão,RS,21
4660,4302501,Bossoroca,RS,21
4661,4302584,Bozano,RS,21
4662,4302600,Braga,RS,21
4663,4302659,Brochier,RS,21
4664,4302709,Butiá,RS,21
4665,4302808,Caçapava do Sul,RS,21
4666,4302907,Cacequi,RS,21
4667,4303004,Cachoeira do Sul,RS,21
4668,4303103,Cachoeirinha,RS,21
4669,4303202,Cacique Doble,RS,21
4670,4303301,Caibaté,RS,21
4671,4303400,Caiçara,RS,21
4672,4303509,Camaquã,RS,21
4673,4303558,Camargo,RS,21
4674,4303608,Cambará do Sul,RS,21
4675,4303673,Campestre da Serra,RS,21
4676,4303707,Campina das Missões,RS,21
4677,4303806,Campinas do Sul,RS,21
4678,4303905,Campo Bom,RS,21
4679,4304002,Campo Novo,RS,21
4680,4304101,Campos Borges,RS,21
4681,4304200,Candelária,RS,21
4682,4304309,Cândido Godói,RS,21
4683,4304358,Candiota,RS,21
4684,4304408,Canela,RS,21
4685,4304507,Canguçu,RS,21
4686,4304606,Canoas,RS,21
4687,4304614,Canudos do Vale,RS,21
4688,4304622,Capão Bonito do Sul,RS,21
4689,4304630,Capão da Canoa,RS,21
4690,4304655,Capão do Cipó,RS,21
4691,4304663,Capão do Leão,RS,21
4692,4304671,Capivari do Sul,RS,21
4693,4304689,Capela de Santana,RS,21
4694,4304697,Capitão,RS,21
4695,4304705,Carazinho,RS,21
4696,4304713,Caraá,RS,21
4697,4304804,Carlos Barbosa,RS,21
4698,4304853,Carlos Gomes,RS,21
4699,4304903,Casca,RS,21
4700,4304952,Caseiros,RS,21
4701,4305009,Catuípe,RS,21
4702,4305108,Caxias do Sul,RS,21
4703,4305116,Centenário,RS,21
4704,4305124,Cerrito,RS,21
4705,4305132,Cerro Branco,RS,21
4706,4305157,Cerro Grande,RS,21
4707,4305173,Cerro Grande do Sul,RS,21
4708,4305207,Cerro Largo,RS,21
4709,4305306,Chapada,RS,21
4710,4305355,Charqueadas,RS,21
4711,4305371,Charrua,RS,21
4712,4305405,Chiapetta,RS,21
4713,4305439,Chuí,RS,21
4714,4305447,Chuvisca,RS,21
4715,4305454,Cidreira,RS,21
4716,4305504,Ciríaco,RS,21
4717,4305587,Colinas,RS,21
4718,4305603,Colorado,RS,21
4719,4305702,Condor,RS,21
4720,4305801,Constantina,RS,21
4721,4305835,Coqueiro Baixo,RS,21
4722,4305850,Coqueiros do Sul,RS,21
4723,4305871,Coronel Barros,RS,21
4724,4305900,Coronel Bicaco,RS,21
4725,4305934,Coronel Pilar,RS,21
4726,4305959,Cotiporã,RS,21
4727,4305975,Coxilha,RS,21
4728,4306007,Crissiumal,RS,21
4729,4306056,Cristal,RS,21
4730,4306072,Cristal do Sul,RS,21
4731,4306106,Cruz Alta,RS,21
4732,4306130,Cruzaltense,RS,21
4733,4306205,Cruzeiro do Sul,RS,21
4734,4306304,David Canabarro,RS,21
4735,4306320,Derrubadas,RS,21
4736,4306353,Dezesseis de Novembro,RS,21
4737,4306379,Dilermando de Aguiar,RS,21
4738,4306403,Dois Irmãos,RS,21
4739,4306429,Dois Irmãos das Missões,RS,21
4740,4306452,Dois Lajeados,RS,21
4741,4306502,Dom Feliciano,RS,21
4742,4306551,Dom Pedro de Alcântara,RS,21
4743,4306601,Dom Pedrito,RS,21
4744,4306700,Dona Francisca,RS,21
4745,4306734,Doutor Maurício Cardoso,RS,21
4746,4306759,Doutor Ricardo,RS,21
4747,4306767,Eldorado do Sul,RS,21
4748,4306809,Encantado,RS,21
4749,4306908,Encruzilhada do Sul,RS,21
4750,4306924,Engenho Velho,RS,21
4751,4306932,Entre-Ijuís,RS,21
4752,4306957,Entre Rios do Sul,RS,21
4753,4306973,Erebango,RS,21
4754,4307005,Erechim,RS,21
4755,4307054,Ernestina,RS,21
4756,4307104,Herval,RS,21
4757,4307203,Erval Grande,RS,21
4758,4307302,Erval Seco,RS,21
4759,4307401,Esmeralda,RS,21
4760,4307450,Esperança do Sul,RS,21
4761,4307500,Espumoso,RS,21
4762,4307559,Estação,RS,21
4763,4307609,Estância Velha,RS,21
4764,4307708,Esteio,RS,21
4765,4307807,Estrela,RS,21
4766,4307815,Estrela Velha,RS,21
4767,4307831,Eugênio de Castro,RS,21
4768,4307864,Fagundes Varela,RS,21
4769,4307906,Farroupilha,RS,21
4770,4308003,Faxinal do Soturno,RS,21
4771,4308052,Faxinalzinho,RS,21
4772,4308078,Fazenda Vilanova,RS,21
4773,4308102,Feliz,RS,21
4774,4308201,Flores da Cunha,RS,21
4775,4308250,Floriano Peixoto,RS,21
4776,4308300,Fontoura Xavier,RS,21
4777,4308409,Formigueiro,RS,21
4778,4308433,Forquetinha,RS,21
4779,4308458,Fortaleza dos Valos,RS,21
4780,4308508,Frederico Westphalen,RS,21
4781,4308607,Garibaldi,RS,21
4782,4308656,Garruchos,RS,21
4783,4308706,Gaurama,RS,21
4784,4308805,General Câmara,RS,21
4785,4308854,Gentil,RS,21
4786,4308904,Getúlio Vargas,RS,21
4787,4309001,Giruá,RS,21
4788,4309050,Glorinha,RS,21
4789,4309100,Gramado,RS,21
4790,4309126,Gramado dos Loureiros,RS,21
4791,4309159,Gramado Xavier,RS,21
4792,4309209,Gravataí,RS,21
4793,4309258,Guabiju,RS,21
4794,4309308,Guaíba,RS,21
4795,4309407,Guaporé,RS,21
4796,4309506,Guarani das Missões,RS,21
4797,4309555,Harmonia,RS,21
4798,4309571,Herveiras,RS,21
4799,4309605,Horizontina,RS,21
4800,4309654,Hulha Negra,RS,21
4801,4309704,Humaitá,RS,21
4802,4309753,Ibarama,RS,21
4803,4309803,Ibiaçá,RS,21
4804,4309902,Ibiraiaras,RS,21
4805,4309951,Ibirapuitã,RS,21
4806,4310009,Ibirubá,RS,21
4807,4310108,Igrejinha,RS,21
4808,4310207,Ijuí,RS,21
4809,4310306,Ilópolis,RS,21
4810,4310330,Imbé,RS,21
4811,4310363,Imigrante,RS,21
4812,4310405,Independência,RS,21
4813,4310413,Inhacorá,RS,21
4814,4310439,Ipê,RS,21
4815,4310462,Ipiranga do Sul,RS,21
4816,4310504,Iraí,RS,21
4817,4310538,Itaara,RS,21
4818,4310553,Itacurubi,RS,21
4819,4310579,Itapuca,RS,21
4820,4310603,Itaqui,RS,21
4821,4310652,Itati,RS,21
4822,4310702,Itatiba do Sul,RS,21
4823,4310751,Ivorá,RS,21
4824,4310801,Ivoti,RS,21
4825,4310850,Jaboticaba,RS,21
4826,4310876,Jacuizinho,RS,21
4827,4310900,Jacutinga,RS,21
4828,4311007,Jaguarão,RS,21
4829,4311106,Jaguari,RS,21
4830,4311122,Jaquirana,RS,21
4831,4311130,Jari,RS,21
4832,4311155,Jóia,RS,21
4833,4311205,Júlio de Castilhos,RS,21
4834,4311239,Lagoa Bonita do Sul,RS,21
4835,4311254,Lagoão,RS,21
4836,4311270,Lagoa dos Três Cantos,RS,21
4837,4311304,Lagoa Vermelha,RS,21
4838,4311403,Lajeado,RS,21
4839,4311429,Lajeado do Bugre,RS,21
4840,4311502,Lavras do Sul,RS,21
4841,4311601,Liberato Salzano,RS,21
4842,4311627,Lindolfo Collor,RS,21
4843,4311643,Linha Nova,RS,21
4844,4311700,Machadinho,RS,21
4845,4311718,Maçambará,RS,21
4846,4311734,Mampituba,RS,21
4847,4311759,Manoel Viana,RS,21
4848,4311775,Maquiné,RS,21
4849,4311791,Maratá,RS,21
4850,4311809,Marau,RS,21
4851,4311908,Marcelino Ramos,RS,21
4852,4311981,Mariana Pimentel,RS,21
4853,4312005,Mariano Moro,RS,21
4854,4312054,Marques de Souza,RS,21
4855,4312104,Mata,RS,21
4856,4312138,Mato Castelhano,RS,21
4857,4312153,Mato Leitão,RS,21
4858,4312179,Mato Queimado,RS,21
4859,4312203,Maximiliano de Almeida,RS,21
4860,4312252,Minas do Leão,RS,21
4861,4312302,Miraguaí,RS,21
4862,4312351,Montauri,RS,21
4863,4312377,Monte Alegre dos Campos,RS,21
4864,4312385,Monte Belo do Sul,RS,21
4865,4312401,Montenegro,RS,21
4866,4312427,Mormaço,RS,21
4867,4312443,Morrinhos do Sul,RS,21
4868,4312450,Morro Redondo,RS,21
4869,4312476,Morro Reuter,RS,21
4870,4312500,Mostardas,RS,21
4871,4312609,Muçum,RS,21
4872,4312617,Muitos Capões,RS,21
4873,4312625,Muliterno,RS,21
4874,4312658,Não-Me-Toque,RS,21
4875,4312674,Nicolau Vergueiro,RS,21
4876,4312708,Nonoai,RS,21
4877,4312757,Nova Alvorada,RS,21
4878,4312807,Nova Araçá,RS,21
4879,4312906,Nova Bassano,RS,21
4880,4312955,Nova Boa Vista,RS,21
4881,4313003,Nova Bréscia,RS,21
4882,4313011,Nova Candelária,RS,21
4883,4313037,Nova Esperança do Sul,RS,21
4884,4313060,Nova Hartz,RS,21
4885,4313086,Nova Pádua,RS,21
4886,4313102,Nova Palma,RS,21
4887,4313201,Nova Petrópolis,RS,21
4888,4313300,Nova Prata,RS,21
4889,4313334,Nova Ramada,RS,21
4890,4313359,Nova Roma do Sul,RS,21
4891,4313375,Nova Santa Rita,RS,21
4892,4313391,Novo Cabrais,RS,21
4893,4313409,Novo Hamburgo,RS,21
4894,4313425,Novo Machado,RS,21
4895,4313441,Novo Tiradentes,RS,21
4896,4313466,Novo Xingu,RS,21
4897,4313490,Novo Barreiro,RS,21
4898,4313508,Osório,RS,21
4899,4313607,Paim Filho,RS,21
4900,4313656,Palmares do Sul,RS,21
4901,4313706,Palmeira das Missões,RS,21
4902,4313805,Palmitinho,RS,21
4903,4313904,Panambi,RS,21
4904,4313953,Pantano Grande,RS,21
4905,4314001,Paraí,RS,21
4906,4314027,Paraíso do Sul,RS,21
4907,4314035,Pareci Novo,RS,21
4908,4314050,Parobé,RS,21
4909,4314068,Passa Sete,RS,21
4910,4314076,Passo do Sobrado,RS,21
4911,4314100,Passo Fundo,RS,21
4912,4314134,Paulo Bento,RS,21
4913,4314159,Paverama,RS,21
4914,4314175,Pedras Altas,RS,21
4915,4314209,Pedro Osório,RS,21
4916,4314308,Pejuçara,RS,21
4917,4314407,Pelotas,RS,21
4918,4314423,Picada Café,RS,21
4919,4314456,Pinhal,RS,21
4920,4314464,Pinhal da Serra,RS,21
4921,4314472,Pinhal Grande,RS,21
4922,4314498,Pinheirinho do Vale,RS,21
4923,4314506,Pinheiro Machado,RS,21
4924,4314548,Pinto Bandeira,RS,21
4925,4314555,Pirapó,RS,21
4926,4314605,Piratini,RS,21
4927,4314704,Planalto,RS,21
4928,4314753,Poço das Antas,RS,21
4929,4314779,Pontão,RS,21
4930,4314787,Ponte Preta,RS,21
4931,4314803,Portão,RS,21
4932,4314902,Porto Alegre,RS,21
4933,4315008,Porto Lucena,RS,21
4934,4315057,Porto Mauá,RS,21
4935,4315073,Porto Vera Cruz,RS,21
4936,4315107,Porto Xavier,RS,21
4937,4315131,Pouso Novo,RS,21
4938,4315149,Presidente Lucena,RS,21
4939,4315156,Progresso,RS,21
4940,4315172,Protásio Alves,RS,21
4941,4315206,Putinga,RS,21
4942,4315305,Quaraí,RS,21
4943,4315313,Quatro Irmãos,RS,21
4944,4315321,Quevedos,RS,21
4945,4315354,Quinze de Novembro,RS,21
4946,4315404,Redentora,RS,21
4947,4315453,Relvado,RS,21
4948,4315503,Restinga Seca,RS,21
4949,4315552,Rio dos Índios,RS,21
4950,4315602,Rio Grande,RS,21
4951,4315701,Rio Pardo,RS,21
4952,4315750,Riozinho,RS,21
4953,4315800,Roca Sales,RS,21
4954,4315909,Rodeio Bonito,RS,21
4955,4315958,Rolador,RS,21
4956,4316006,Rolante,RS,21
4957,4316105,Ronda Alta,RS,21
4958,4316204,Rondinha,RS,21
4959,4316303,Roque Gonzales,RS,21
4960,4316402,Rosário do Sul,RS,21
4961,4316428,Sagrada Família,RS,21
4962,4316436,Saldanha Marinho,RS,21
4963,4316451,Salto do Jacuí,RS,21
4964,4316477,Salvador das Missões,RS,21
4965,4316501,Salvador do Sul,RS,21
4966,4316600,Sananduva,RS,21
4967,4316709,Santa Bárbara do Sul,RS,21
4968,4316733,Santa Cecília do Sul,RS,21
4969,4316758,Santa Clara do Sul,RS,21
4970,4316808,Santa Cruz do Sul,RS,21
4971,4316907,Santa Maria,RS,21
4972,4316956,Santa Maria do Herval,RS,21
4973,4316972,Santa Margarida do Sul,RS,21
4974,4317004,Santana da Boa Vista,RS,21
4975,4317103,Sant'Ana do Livramento,RS,21
4976,4317202,Santa Rosa,RS,21
4977,4317251,Santa Tereza,RS,21
4978,4317301,Santa Vitória do Palmar,RS,21
4979,4317400,Santiago,RS,21
4980,4317509,Santo Ângelo,RS,21
4981,4317558,Santo Antônio do Palma,RS,21
4982,4317608,Santo Antônio da Patrulha,RS,21
4983,4317707,Santo Antônio das Missões,RS,21
4984,4317756,Santo Antônio do Planalto,RS,21
4985,4317806,Santo Augusto,RS,21
4986,4317905,Santo Cristo,RS,21
4987,4317954,Santo Expedito do Sul,RS,21
4988,4318002,São Borja,RS,21
4989,4318051,São Domingos do Sul,RS,21
4990,4318101,São Francisco de Assis,RS,21
4991,4318200,São Francisco de Paula,RS,21
4992,4318309,São Gabriel,RS,21
4993,4318408,São Jerônimo,RS,21
4994,4318424,São João da Urtiga,RS,21
4995,4318432,São João do Polêsine,RS,21
4996,4318440,São Jorge,RS,21
4997,4318457,São José das Missões,RS,21
4998,4318465,São José do Herval,RS,21
4999,4318481,São José do Hortêncio,RS,21
5000,4318499,São José do Inhacorá,RS,21
5001,4318507,São José do Norte,RS,21
5002,4318606,São José do Ouro,RS,21
5003,4318614,São José do Sul,RS,21
5004,4318622,São José dos Ausentes,RS,21
5005,4318705,São Leopoldo,RS,21
5006,4318804,São Lourenço do Sul,RS,21
5007,4318903,São Luiz Gonzaga,RS,21
5008,4319000,São Marcos,RS,21
5009,4319109,São Martinho,RS,21
5010,4319125,São Martinho da Serra,RS,21
5011,4319158,São Miguel das Missões,RS,21
5012,4319208,São Nicolau,RS,21
5013,4319307,São Paulo das Missões,RS,21
5014,4319356,São Pedro da Serra,RS,21
5015,4319364,São Pedro das Missões,RS,21
5016,4319372,São Pedro do Butiá,RS,21
5017,4319406,São Pedro do Sul,RS,21
5018,4319505,São Sebastião do Caí,RS,21
5019,4319604,São Sepé,RS,21
5020,4319703,São Valentim,RS,21
5021,4319711,São Valentim do Sul,RS,21
5022,4319737,São Valério do Sul,RS,21
5023,4319752,São Vendelino,RS,21
5024,4319802,São Vicente do Sul,RS,21
5025,4319901,Sapiranga,RS,21
5026,4320008,Sapucaia do Sul,RS,21
5027,4320107,Sarandi,RS,21
5028,4320206,Seberi,RS,21
5029,4320230,Sede Nova,RS,21
5030,4320263,Segredo,RS,21
5031,4320305,Selbach,RS,21
5032,4320321,Senador Salgado Filho,RS,21
5033,4320354,Sentinela do Sul,RS,21
5034,4320404,Serafina Corrêa,RS,21
5035,4320453,Sério,RS,21
5036,4320503,Sertão,RS,21
5037,4320552,Sertão Santana,RS,21
5038,4320578,Sete de Setembro,RS,21
5039,4320602,Severiano de Almeida,RS,21
5040,4320651,Silveira Martins,RS,21
5041,4320677,Sinimbu,RS,21
5042,4320701,Sobradinho,RS,21
5043,4320800,Soledade,RS,21
5044,4320859,Tabaí,RS,21
5045,4320909,Tapejara,RS,21
5046,4321006,Tapera,RS,21
5047,4321105,Tapes,RS,21
5048,4321204,Taquara,RS,21
5049,4321303,Taquari,RS,21
5050,4321329,Taquaruçu do Sul,RS,21
5051,4321352,Tavares,RS,21
5052,4321402,Tenente Portela,RS,21
5053,4321436,Terra de Areia,RS,21
5054,4321451,Teutônia,RS,21
5055,4321469,Tio Hugo,RS,21
5056,4321477,Tiradentes do Sul,RS,21
5057,4321493,Toropi,RS,21
5058,4321501,Torres,RS,21
5059,4321600,Tramandaí,RS,21
5060,4321626,Travesseiro,RS,21
5061,4321634,Três Arroios,RS,21
5062,4321667,Três Cachoeiras,RS,21
5063,4321709,Três Coroas,RS,21
